node_id,label,cluster,degree_centrality,pagerank,closeness_centrality,betweenness_centrality,clustering_coefficient,within_cluster_degree,within_cluster_pagerank,within_cluster_closeness,participation_coefficient
2238,"Nie, 2001",4,0.43859649122807015,0.016915222087668713,0.6129032258064516,0.02823137239775643,0.43020408163265306,0.9444444444444444,0.060399552512761356,0.9473684210526315,0.7424
2240,"Nie, 2001",5,0.2543859649122807,0.010293809972888025,0.5454545454545454,0.005947644162083642,0.6182266009852216,0.6153846153846154,0.07302807300627746,0.7222222222222222,0.7158145065398336
2272,"Stiglic, 2019",1,0.13157894736842105,0.007416974844857465,0.4956521739130435,0.011527336912244866,0.37142857142857144,0.32,0.03581234187736802,0.5,0.6311111111111112
2370,"Valkenburg, 2007",6,0.40350877192982454,0.016253602973740733,0.6129032258064516,0.04209575495046832,0.3903381642512077,0.7692307692307693,0.08209232161474254,0.8125,0.7580340264650284
2371,"Valkenburg, 2007",3,0.18421052631578946,0.00773157349078392,0.5158371040723982,0.0018470465663381443,0.7333333333333333,0.42105263157894735,0.035009208159889844,0.6333333333333333,0.7346938775510204
2372,"Valkenburg, 2009",6,0.17543859649122806,0.00784052170840598,0.5112107623318386,0.008508871767527033,0.5421052631578948,0.6923076923076923,0.0759763216238232,0.7647058823529411,0.71
2373,"Valkenburg, 2009",4,0.18421052631578946,0.0077530667034953005,0.5022026431718062,0.0020626023352525195,0.6571428571428571,0.5555555555555556,0.03853885893383925,0.6923076923076923,0.653061224489796
2405,"Verduyn, 2015",4,0.20175438596491227,0.008245496654595194,0.4956521739130435,0.0011910858117112,0.7391304347826086,0.8888888888888888,0.057230526603320064,0.9,0.46502835538752363
2406,"Verduyn, 2017",3,0.23684210526315788,0.009742496753740889,0.5507246376811594,0.013999640402102033,0.5270655270655271,0.5789473684210527,0.04522950336941863,0.7037037037037037,0.6968449931412894
2442,"Burt, 1984",3,0.20175438596491227,0.008337102359582356,0.5205479452054794,0.0019441856587104256,0.7312252964426877,0.6842105263157894,0.05199303354857749,0.76,0.6011342155009451
2448,"Daft, 1986",4,0.2543859649122807,0.010116259719093738,0.5158371040723982,0.003824329401306016,0.6059113300492611,0.7222222222222222,0.04807480328933744,0.782608695652174,0.6920332936979785
2462,"Goodman, 1997",1,0.08771929824561403,0.0050315745584025885,0.4810126582278481,0.0016854574156641784,0.5555555555555556,0.24,0.026906794402632557,0.5319148936170213,0.58
2481,"Kraut, 2002",4,0.42105263157894735,0.016172387631065294,0.6096256684491979,0.019012555432552654,0.4512411347517731,1.0,0.06368791828008431,1.0,0.7144097222222223
2489,"Larose, 2010",4,0.24561403508771928,0.010193473874016335,0.5615763546798029,0.019395020399264485,0.5132275132275133,0.5,0.0355031228591457,0.6666666666666666,0.7678571428571428
2508,"Baron, 1986",2,0.21052631578947367,0.009551769732430703,0.5480769230769231,0.022310919701227037,0.5217391304347826,0.6666666666666666,0.04356634491054858,0.75,0.579861111111111
2519,"Meyersohn, 1968",5,0.10526315789473684,0.005342682463463185,0.42857142857142855,0.0010643741388577173,0.7424242424242424,0.6923076923076923,0.0811899177154009,0.7647058823529411,0.4027777777777778
2529,"Nowland, 2018",6,0.21052631578947367,0.008887329088595035,0.504424778761062,0.005012196428954364,0.5181159420289855,0.6923076923076923,0.07469540763492859,0.7647058823529411,0.6840277777777778
2537,"Putnam, 2000",5,0.3070175438596491,0.01220838124940004,0.5377358490566038,0.008516934791325762,0.5210084033613446,0.6153846153846154,0.07287248988223913,0.7222222222222222,0.6938775510204082
2561,"Troiano, 2008",1,0.10526315789473684,0.005944141153093057,0.46530612244897956,0.002730417761922452,0.7121212121212122,0.36,0.035798489768019,0.6097560975609756,0.4027777777777778
2565,"Viner, 2019",6,0.12280701754385964,0.006161760965633993,0.4830508474576271,0.0042578085023628,0.5274725274725275,0.7692307692307693,0.08269242060216457,0.8125,0.44897959183673464
2605,"Kraut, 1998",3,0.5526315789473684,0.021427237674964246,0.6705882352941176,0.06753100738935973,0.3527905785970302,1.0,0.0738112200366772,1.0,0.762408667170572
2623,"Tavernier, 2014",2,0.24561403508771928,0.011514270436343132,0.5302325581395348,0.014706168302829708,0.4576719576719577,0.8571428571428571,0.055355566895939276,0.875,0.5484693877551019
2629,"Anderson, 2008",1,0.14035087719298245,0.007405675749867925,0.47107438016528924,0.004986433404091953,0.525,0.44,0.04218017665658989,0.6410256410256411,0.4765625
2644,"Chastin, 2015",1,0.08771929824561403,0.0055494176037601374,0.41911764705882354,0.0013971552496755452,0.6222222222222222,0.32,0.03453300870881102,0.5952380952380952,0.31999999999999984
2664,"Eggermont, 2006",2,0.27192982456140347,0.012858331731465849,0.5402843601895735,0.015899303825434325,0.46236559139784944,1.0,0.06371345718169191,1.0,0.4703433922996879
2686,"Higuchi, 2005",2,0.14912280701754385,0.00749854797115449,0.4634146341463415,0.0009181118741444278,0.8235294117647058,0.7142857142857142,0.04652757469967081,0.7777777777777778,0.2145328719723183
2707,"Lemola, 2014",2,0.15789473684210525,0.008324620250304126,0.4222222222222222,0.003931546884203788,0.5490196078431373,0.5714285714285714,0.039130948444754204,0.7,0.4444444444444444
2722,"Marshall, 2004",1,0.10526315789473684,0.0063548818458994604,0.4851063829787234,0.006694634985380527,0.4696969696969697,0.4,0.04249573797216237,0.5952380952380952,0.29166666666666663
2727,"Neuman, 1988",6,0.14912280701754385,0.007324170349587093,0.5135135135135135,0.0071743351264051,0.45588235294117646,0.6923076923076923,0.07517815866195765,0.7647058823529411,0.602076124567474
2728,"Neuman, 1991",5,0.06140350877192982,0.003924366942875644,0.41007194244604317,0.0003782652976854084,0.8095238095238095,0.46153846153846156,0.058647999977502946,0.65,0.24489795918367352
2744,"Sisson, 2010",1,0.18421052631578946,0.00938265058221451,0.5181818181818182,0.012266204251886507,0.41904761904761906,0.6,0.05592924472390728,0.7142857142857143,0.45804988662131507
2848,"Lee, 2009",3,0.17543859649122806,0.007752180557481531,0.5112107623318386,0.0053753591219521096,0.47368421052631576,0.42105263157894735,0.035177024736475326,0.6333333333333333,0.7
2887,"Dienlin, 2017",4,0.2894736842105263,0.01164099002478847,0.5205479452054794,0.00926069010919433,0.48674242424242425,0.8333333333333333,0.05410311413662647,0.8571428571428571,0.6703397612488522
2908,"Monk, 2003",2,0.10526315789473684,0.005648417677360985,0.4596774193548387,0.0019412529632307296,0.6818181818181818,0.42857142857142855,0.03126336971122755,0.6363636363636364,0.4027777777777778
2919,"Roenneberg, 2004",2,0.14912280701754385,0.0074102636931648045,0.4810126582278481,0.008609887098233491,0.6911764705882353,0.6190476190476191,0.04088103816404586,0.7241379310344828,0.38062283737024216
2971,"Foehr, 2010",1,0.21929824561403508,0.010933053525334609,0.5112107623318386,0.014290046399729448,0.44,0.6,0.05551787933132952,0.6756756756756757,0.5088
2982,"Bell, 2015",6,0.13157894736842105,0.006569814694409229,0.5112107623318386,0.005300357654317608,0.45714285714285713,0.38461538461538464,0.046512141577517534,0.6190476190476191,0.7288888888888889
3091,"Kelly, 2018",6,0.10526315789473684,0.005571307055949949,0.49137931034482757,0.0025908430641082654,0.5454545454545454,0.6153846153846154,0.06794746620500704,0.7222222222222222,0.5138888888888888
3095,"Rosseel, 2012",3,0.19298245614035087,0.008009184950824337,0.5022026431718062,0.0011772724923712985,0.7229437229437229,0.6842105263157894,0.05203274375387927,0.76,0.5950413223140496
3134,"Pedišić, 2014",1,0.06140350877192982,0.0043449029931990095,0.4014084507042254,0.00032272884875606564,0.7619047619047619,0.24,0.0279749604578865,0.49019607843137253,0.24489795918367352
